ID,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Sex
1146,1,0,0,0,0,1,0,AUS,
6343,0,1,0,0,0,0,0,AUS,
8545,0,1,1,1,1,1,0,SP,
8275,0,0,0,0,0,0,0,SP,
10673,0,0,0,0,0,0,0,SA,
8799,0,0,0,0,0,0,0,SP,
67,0,0,0,0,0,0,0,SP,
9923,0,0,0,0,0,0,0,SP,
2814,0,0,0,0,0,0,0,SA,
2711,0,0,0,0,0,0,0,CA,
4320,0,0,0,0,0,0,0,SP,
10451,0,0,0,0,0,0,0,SA,
4198,0,0,0,0,0,0,0,SP,
10814,0,0,0,0,0,1,0,SP,
944,0,0,0,0,0,0,0,SP,
8151,0,0,0,0,0,0,0,SP,
6184,0,0,0,0,0,0,0,SP,
3498,1,0,0,0,0,1,0,SP,
2870,0,0,0,0,0,0,0,SP,
7342,0,0,0,0,0,0,0,SP,
1911,0,0,0,0,0,0,0,GER,
10862,0,0,0,0,0,0,0,SP,
2546,0,0,0,0,0,0,0,SP,
3005,1,0,0,1,0,1,0,SP,
8318,0,0,1,0,0,0,0,SP,
2930,0,0,0,0,0,0,0,SA,
8216,0,0,0,0,0,0,0,AUS,
1212,1,0,0,0,0,0,0,SP,
2541,0,0,0,0,0,0,0,SP,
10659,0,0,0,0,0,0,0,IND,
10905,0,0,0,0,0,1,0,SP,
8910,0,0,0,0,0,1,0,SP,
7349,0,0,0,0,0,1,0,SP,
7872,1,0,1,1,0,1,0,SP,
4290,0,0,0,0,0,0,0,CA,
7408,0,0,0,0,0,0,0,SA,
9986,0,0,0,0,0,1,0,SA,
8235,0,0,0,0,0,0,0,SA,
10949,0,0,0,1,0,1,0,SP,
7284,0,0,0,0,0,0,0,SP,
9529,0,0,0,1,0,1,0,SA,
9930,0,0,0,0,0,0,0,CA,
10270,0,0,0,0,0,0,0,GER,
760,0,0,0,0,0,0,0,SA,
5519,0,0,0,0,0,1,0,SA,
232,0,0,0,0,0,0,0,SP,
3009,0,1,1,0,1,1,0,SP,
6518,0,0,0,0,0,0,0,AUS,
10669,0,0,0,0,0,0,0,SP,
5682,0,0,0,0,0,0,0,AUS,
1570,0,0,0,0,0,0,0,SP,
1497,0,0,0,0,0,0,0,SA,
9723,0,1,0,0,0,0,0,CA,
7261,0,0,0,0,0,1,0,SP,
2452,0,0,0,0,0,1,0,SP,
5621,0,0,0,0,0,1,0,SP,
10995,0,0,0,0,0,0,1,SA,
7373,0,0,0,0,0,1,0,AUS,
5331,0,0,0,0,0,0,0,GER,
263,0,0,0,0,0,1,0,SP,
4619,0,0,0,0,0,0,0,SP,
940,0,0,0,0,0,0,0,SA,
10084,0,0,0,0,0,0,0,IND,
6019,1,0,0,0,0,1,0,SP,
1463,0,0,0,0,0,0,0,AUS,
6424,0,0,0,0,0,0,0,SP,
8233,0,1,0,0,0,0,0,CA,
1515,0,0,0,0,0,0,0,CA,
10855,0,0,0,0,0,0,0,SP,
10909,1,0,1,0,0,0,0,AUS,
3376,0,0,0,0,0,0,0,SP,
10232,0,0,0,0,0,0,0,SP,
5547,0,1,1,0,0,1,0,SP,
8362,0,1,1,0,0,1,0,SA,
3524,0,0,0,0,0,1,0,SP,
10095,0,0,0,0,0,0,0,CA,
8897,0,0,0,0,0,1,0,GER,
466,0,0,0,0,0,0,0,SP,
11025,0,0,0,0,0,0,0,SP,
2387,0,0,0,0,0,1,0,SA,
1618,1,0,0,0,0,1,0,GER,
25,0,0,0,0,0,0,0,CA,
3277,0,0,0,0,0,0,0,SP,
8566,0,0,0,0,0,0,0,SP,
2634,0,0,0,0,0,1,0,SP,
8036,0,0,0,0,0,0,0,SP,
8159,0,0,0,0,0,0,0,SP,
7628,0,0,0,0,0,0,0,SP,
9597,0,0,0,0,0,0,0,CA,
1384,1,0,0,0,0,0,0,US,
10150,0,0,0,1,0,1,0,SA,
3885,1,0,0,0,0,1,0,SP,
11003,0,0,0,0,0,0,0,CA,
8026,0,0,0,0,0,0,0,CA,
577,0,0,0,0,0,0,0,SP,
8702,0,0,0,0,0,0,0,AUS,
5429,0,0,0,0,0,0,0,SP,
977,0,0,0,0,0,0,0,CA,
2793,0,0,0,0,0,0,0,SA,
1071,0,0,0,0,0,0,0,US,
5074,0,0,0,0,0,0,0,CA,
2632,1,0,0,0,0,1,0,IND,
6404,0,0,0,0,0,0,0,SA,
10240,0,1,1,0,0,1,0,CA,
2521,1,0,0,0,0,1,0,SP,
4301,1,0,0,0,0,1,0,AUS,
7381,0,1,1,1,0,1,0,SP,
2407,0,0,1,0,0,1,0,US,
9064,0,0,1,0,0,1,0,SP,
5067,0,1,1,1,1,0,0,SP,
10281,0,0,0,0,0,1,0,AUS,
11191,0,0,0,0,0,0,0,SP,
1994,0,0,0,0,0,0,0,US,
2552,0,1,0,0,0,1,0,SP,
6720,0,1,0,0,0,1,0,SP,
4557,0,0,0,0,0,0,0,SA,
1183,0,0,0,0,0,0,0,GER,
4186,0,0,0,0,0,0,0,CA,
1419,0,0,0,0,0,0,0,SP,
967,0,0,0,0,0,1,0,SP,
1048,0,0,0,0,0,1,0,SA,
9262,1,0,0,0,0,0,0,SA,
3427,0,0,0,0,0,0,0,SA,
5892,0,0,0,0,0,0,0,SA,
8911,0,0,0,0,0,0,0,SP,
6606,0,1,0,0,0,0,0,SP,
2677,0,0,0,0,0,0,0,SA,
252,0,0,0,0,0,0,0,SA,
9860,0,0,0,0,0,0,0,SP,
1388,0,0,0,0,0,0,0,AUS,
979,0,0,0,0,0,0,0,SP,
7494,0,0,0,0,0,0,0,CA,
10490,0,0,0,0,0,0,0,AUS,
3403,0,0,0,0,0,0,0,SP,
2715,0,0,0,0,0,1,0,CA,
4828,0,0,0,0,0,0,0,SA,
92,0,0,0,0,0,0,0,CA,
3312,0,0,0,0,0,0,0,IND,
11176,0,0,0,0,0,0,0,CA,
1446,0,0,0,0,0,0,0,SA,
9699,0,0,0,0,0,0,0,SP,
9790,0,0,1,0,0,1,0,CA,
2324,1,0,0,0,0,0,0,SP,
5080,0,0,0,0,0,1,0,ME,
4992,0,0,0,0,0,1,0,SP,
7849,0,0,0,0,0,0,0,SP,
4808,0,0,0,0,0,0,0,SP,
10401,0,0,0,0,0,0,1,GER,
7793,0,1,0,0,0,0,0,SP,
9303,0,0,0,0,0,0,0,IND,
6853,0,1,1,0,0,1,0,AUS,
7366,0,1,1,0,0,1,0,IND,
9780,0,0,0,0,0,0,0,SP,
7573,1,0,0,0,0,1,0,GER,
1379,0,0,0,0,0,0,0,SA,
8923,0,0,0,0,0,1,0,SP,
3547,0,0,0,0,0,1,0,SA,
8707,0,0,0,0,0,1,0,SP,
1891,0,0,0,0,0,1,0,SP,
6271,0,0,0,0,0,0,0,SP,
9635,0,0,0,0,0,0,0,SP,
9727,0,0,0,0,0,0,0,CA,
6205,0,0,0,0,0,1,0,CA,
10681,0,0,0,0,0,0,0,SP,
5156,0,0,0,0,0,0,0,SP,
3050,0,0,0,0,0,0,0,SP,
8164,0,0,0,0,0,0,0,SA,
5626,0,0,0,0,0,0,0,SP,
7600,0,0,0,0,0,0,0,CA,
6406,0,0,0,0,0,0,0,GER,
7002,0,0,0,0,0,0,0,SP,
8234,1,0,0,0,0,1,0,SP,
6116,0,0,0,0,0,0,0,SP,
291,0,0,0,0,0,0,0,SA,
8779,1,0,0,0,0,1,0,US,
4931,0,0,0,0,0,0,0,SA,
1650,0,0,0,0,0,0,0,SP,
9701,0,0,0,0,0,0,0,CA,
6431,0,0,0,0,0,0,0,IND,
10789,0,0,0,0,0,0,0,SP,
5302,0,0,0,0,0,1,0,SP,
4459,0,0,0,0,0,0,0,SP,
10642,0,0,0,0,0,0,0,SP,
9213,0,0,0,0,0,0,0,SP,
3678,0,1,0,0,0,1,0,SP,
3698,0,0,1,0,0,1,0,SP,
5929,0,0,0,0,0,0,0,SP,
10795,0,0,0,0,0,0,0,IND,
4390,0,0,0,0,0,0,0,SA,
9362,0,1,0,0,0,0,0,CA,
1577,0,0,1,0,0,1,0,SP,
4609,0,0,0,0,0,0,0,SP,
7143,0,0,0,0,0,0,0,SP,
1729,0,0,0,0,0,0,0,SP,
10664,0,0,0,0,0,0,0,SP,
5029,0,0,0,0,0,0,0,SP,
10507,0,1,0,0,0,0,0,US,
3865,0,0,0,0,0,1,0,CA,
6982,0,0,0,0,0,0,0,IND,
7042,0,0,0,0,0,1,0,SP,
9668,0,0,0,0,0,0,0,SA,
6878,0,0,0,0,0,0,0,SP,
4099,0,0,0,0,0,0,0,SP,
5031,0,0,1,0,0,1,0,SP,
1970,0,0,0,0,0,0,0,SP,
5726,0,0,0,0,0,0,1,SA,
5231,0,0,0,0,0,0,0,SP,
1307,0,0,0,0,0,0,0,SP,
10609,0,0,0,0,0,0,0,CA,
5782,0,1,0,0,0,0,0,SP,
7533,0,0,0,0,0,0,0,CA,
9493,0,0,1,1,0,1,0,CA,
2253,0,0,0,0,0,0,0,SP,
2326,0,0,0,0,0,0,0,SP,
1876,0,0,0,0,0,0,0,IND,
7141,0,0,0,0,0,1,0,SP,
7393,0,0,0,0,0,0,0,SP,
4713,0,0,0,0,0,0,0,SP,
5093,0,0,0,0,0,1,0,SP,
8524,0,0,0,0,0,1,0,SP,
3766,0,0,0,0,0,1,0,SP,
9725,1,0,0,0,0,0,0,SP,
8933,0,0,0,0,0,0,0,CA,
10779,0,0,0,0,0,0,0,SP,
9289,0,0,0,0,0,1,0,SP,
2613,0,0,0,0,0,0,0,SP,
10133,0,1,1,1,0,1,0,CA,
8443,1,0,0,0,0,1,0,SA,
10796,0,0,0,0,0,0,0,IND,
10241,0,0,0,0,0,0,0,SP,
3388,0,0,0,0,0,0,0,GER,
6507,0,0,0,0,0,0,0,AUS,
7446,0,0,0,0,0,0,0,US,
87,0,0,0,0,0,0,0,GER,
10477,0,0,0,0,0,0,0,SP,
6072,0,0,0,1,0,1,0,SP,
2518,0,0,0,0,0,0,0,GER,
247,0,0,0,0,0,1,0,SP,
9463,0,0,0,0,0,0,0,CA,
1459,0,0,0,0,0,0,0,SP,
9530,0,0,0,0,0,0,0,SA,
9653,0,0,0,0,0,0,0,SA,
10785,0,0,0,0,0,0,0,SA,
9392,0,0,0,0,0,0,0,SP,
3769,0,0,0,0,0,0,0,AUS,
10146,0,0,0,0,0,0,0,AUS,
4741,0,1,0,0,0,0,0,SP,
1880,0,0,0,0,0,0,0,IND,
6471,0,0,0,0,0,0,0,SP,
5718,0,0,1,1,0,1,0,SA,
3478,0,0,0,0,0,1,0,CA,
7848,0,0,0,0,0,0,0,IND,
7999,0,1,1,0,0,1,0,SP,
11101,0,0,1,0,0,0,0,AUS,
9212,0,0,0,0,0,0,0,SP,
10983,0,0,0,0,0,0,0,SA,
3629,0,0,0,0,0,0,0,CA,
4673,0,0,0,1,0,1,0,SP,
796,0,0,0,0,0,0,0,CA,
618,0,0,0,0,0,0,0,AUS,
380,1,0,0,0,0,1,0,SA,
1092,0,0,0,0,0,0,0,IND,
8962,0,0,0,0,0,0,0,SA,
8207,0,0,0,0,0,0,0,CA,
6521,0,0,0,0,0,0,0,SA,
535,0,0,0,0,0,0,0,GER,
4608,0,0,0,0,0,1,0,SA,
11086,0,0,0,0,0,0,0,SP,
1064,0,0,0,0,0,0,0,SP,
7000,0,0,0,0,0,0,0,GER,
1581,0,0,0,0,0,1,0,SP,
7384,0,0,0,0,0,0,0,SP,
10552,0,0,0,0,0,0,0,SP,
6409,0,0,0,0,0,1,0,SA,
9507,0,0,0,0,0,0,0,SP,
9560,0,0,1,0,0,1,0,SP,
10991,0,0,0,0,0,0,0,CA,
4712,0,0,0,0,0,0,0,SP,
11056,0,0,0,0,0,0,0,SP,
7414,0,0,0,0,0,0,0,SP,
3076,0,0,0,0,0,0,0,AUS,
6355,0,0,0,0,0,0,0,SP,
7959,0,0,0,0,0,0,0,SP,
5512,0,0,0,0,0,0,0,SP,
10102,0,0,0,0,0,0,0,SA,
9369,1,0,0,1,0,1,0,GER,
3711,0,0,1,1,0,0,0,SP,
6931,0,0,1,0,0,1,0,SP,
9596,0,0,0,0,0,0,0,US,
2727,0,0,0,0,0,0,0,SA,
8416,0,0,0,0,0,0,0,US,
3967,0,0,0,0,0,0,0,CA,
2139,0,0,0,0,0,0,0,AUS,
2162,0,0,0,0,0,0,0,SP,
9242,1,0,0,0,0,1,0,SA,
10595,0,0,0,0,0,0,0,SP,
4855,0,0,0,0,0,1,0,US,
5049,0,0,0,0,0,0,0,SP,
4967,0,0,0,0,0,0,0,SA,
5255,0,0,0,0,0,0,0,AUS,
9215,0,0,0,0,0,0,0,CA,
3525,0,0,0,0,0,0,0,SP,
3619,0,0,1,0,0,1,0,AUS,
4415,0,0,0,0,0,0,0,SP,
3645,0,0,0,0,0,1,0,SP,
4692,1,0,0,0,0,1,0,AUS,
3955,0,0,0,0,0,0,0,SA,
5313,0,0,0,0,0,0,0,SP,
7196,0,0,0,0,0,0,0,CA,
1381,0,0,0,0,0,1,0,SP,
10951,0,1,0,0,0,0,0,SP,
4322,0,0,0,0,0,0,0,SP,
7444,0,0,0,0,0,0,0,SP,
2942,1,0,0,0,0,0,0,SP,
2874,0,0,0,0,0,0,0,SA,
3667,0,1,1,1,0,1,0,GER,
3697,0,0,0,0,0,0,0,CA,
9955,0,0,0,0,0,0,0,SP,
5320,0,0,0,0,0,1,0,SA,
6422,0,0,0,0,0,0,0,IND,
3690,0,0,1,0,0,1,0,SP,
2408,0,0,0,0,0,0,0,IND,
9260,0,0,0,0,0,0,0,CA,
9648,0,0,0,0,0,0,0,SP,
4939,0,0,0,0,0,0,0,US,
8652,0,0,0,0,0,0,0,SA,
4702,0,0,0,0,0,0,0,SP,
2587,0,0,0,0,0,0,0,AUS,
2811,0,0,0,0,0,0,0,SP,
9150,0,0,0,0,0,0,0,SP,
10127,0,0,0,0,0,0,0,CA,
5493,1,0,0,0,0,0,0,SP,
2666,0,1,0,0,0,0,0,CA,
10099,0,0,0,0,0,0,0,SA,
10562,0,0,0,0,0,0,0,IND,
7881,0,0,0,0,0,0,0,SP,
6721,0,0,0,0,0,0,0,CA,
5204,0,0,1,0,0,1,0,SP,
5209,0,0,0,0,0,0,0,SA,
10128,0,0,0,0,0,0,0,CA,
9284,0,0,0,0,0,0,0,SP,
8643,0,0,0,0,0,0,0,IND,
1685,0,1,0,0,0,0,0,CA,
2877,0,0,0,0,0,0,0,SA,
8369,0,0,0,0,0,0,0,SP,
6233,0,0,0,0,0,0,0,SP,
195,1,0,0,0,0,1,0,SP,
1501,0,0,0,0,0,0,0,US,
10846,1,0,0,0,0,0,0,CA,
8341,1,0,0,0,0,1,0,SP,
10766,0,0,0,0,0,0,0,SP,
9971,0,0,0,0,0,0,0,SA,
1740,0,1,0,0,0,0,0,SP,
8737,0,0,0,0,0,0,0,SP,
6466,0,0,0,0,0,0,0,SP,
10430,0,1,1,1,0,0,0,AUS,
8773,0,1,0,0,0,0,0,US,
2371,0,0,0,0,0,0,0,GER,
7786,0,0,0,0,0,0,0,SP,
4088,0,0,0,0,0,0,0,SP,
4971,0,0,0,0,0,0,0,SA,
10560,0,0,0,0,0,0,0,SP,
6892,0,1,0,1,0,0,0,SP,
11004,0,0,0,0,0,0,0,SA,
1818,0,0,0,0,0,0,0,CA,
9485,0,0,0,0,0,0,0,SA,
6646,0,0,0,0,0,0,0,CA,
4248,0,1,0,0,0,0,0,SP,
7451,0,1,0,0,0,0,0,SP,
7861,0,0,0,0,0,0,0,SP,
5232,0,0,0,0,0,0,0,SP,
3011,0,0,0,0,0,0,0,SA,
5758,1,0,1,1,1,1,0,SP,
2173,0,0,0,0,0,0,0,SP,
10711,0,0,0,0,0,0,0,SA,
8268,0,0,0,0,0,0,0,CA,
2782,0,0,0,0,0,0,0,SP,
9432,0,0,0,0,0,0,0,SA,
5872,0,0,0,0,0,0,0,US,
11187,0,0,0,0,0,0,0,CA,
2428,0,0,0,0,0,0,0,GER,
1726,1,0,0,0,0,1,0,SP,
1802,0,0,0,0,0,0,0,SP,
1162,0,0,0,0,0,1,0,SP,
10643,0,0,0,0,0,1,0,AUS,
11112,0,0,0,0,0,0,0,SP,
2114,0,0,1,1,0,1,0,US,
4261,0,0,1,1,0,1,0,SA,
2457,0,0,0,0,0,0,0,SP,
2495,0,0,0,0,0,0,0,SP,
6983,0,0,0,0,0,0,0,IND,
3436,0,0,0,0,0,0,0,SP,
7505,0,0,0,0,0,0,0,SP,
4286,1,0,0,0,0,0,0,IND,
7224,0,0,0,0,0,0,0,IND,
6215,0,0,0,0,0,1,0,SA,
968,0,0,0,0,0,0,0,AUS,
4096,0,0,0,0,0,0,0,US,
3153,0,0,0,0,0,0,0,SA,
6504,1,0,0,0,0,0,0,SP,
5329,0,0,0,0,0,0,0,AUS,
1175,1,0,0,0,0,1,0,SP,
1377,0,0,0,0,0,0,0,SA,
4607,0,0,0,0,0,0,0,SP,
4944,0,0,0,0,0,0,0,SP,
9483,0,0,0,0,0,0,1,CA,
1378,0,0,0,0,0,0,0,SA,
5991,0,0,0,0,0,0,0,GER,
2807,0,0,0,0,0,0,0,SP,
1052,0,0,0,0,0,0,0,AUS,
9760,0,0,0,0,0,1,0,SA,
7101,0,0,0,0,0,0,0,SP,
9909,0,0,0,0,0,1,0,AUS,
5907,0,0,0,0,0,0,0,SP,
793,0,0,0,0,0,0,0,AUS,
8832,0,0,0,0,0,0,0,GER,
2535,0,1,1,1,0,1,0,SP,
1523,0,0,0,0,0,0,0,SA,
1839,0,0,0,0,0,0,0,IND,
9972,1,0,0,0,1,0,0,SA,
2945,1,0,0,0,1,0,0,CA,
9291,0,0,0,0,0,0,0,SP,
2829,0,1,0,1,0,0,0,CA,
8594,0,0,0,0,0,0,0,SP,
1592,0,0,1,1,0,0,0,CA,
4310,0,0,0,1,0,1,0,AUS,
6950,0,0,0,0,0,0,0,CA,
8492,0,0,0,1,0,0,0,SP,
5684,0,0,0,0,0,0,0,SP,
5909,0,0,0,0,0,0,0,GER,
9855,0,0,0,1,0,0,0,SP,
975,0,0,0,0,0,0,0,AUS,
8754,0,0,0,0,0,0,0,SP,
1456,0,0,0,0,0,0,0,IND,
2849,0,0,0,0,0,0,0,CA,
9984,1,0,0,1,0,1,0,SP,
5527,0,0,0,0,0,0,0,SP,
5628,1,0,0,0,0,0,0,US,
7627,0,0,1,1,0,1,0,SP,
1351,0,0,1,0,0,0,0,SP,
10629,0,0,0,0,0,0,0,GER,
10395,0,0,0,0,0,0,0,SP,
6961,0,0,0,0,0,0,0,SP,
10196,0,0,0,0,0,0,0,US,
6182,0,0,0,0,0,0,0,US,
10432,0,0,0,0,0,0,0,CA,
1542,0,0,0,0,0,0,0,US,
4220,0,0,0,0,0,0,0,CA,
4141,0,0,0,0,0,0,0,US,
1940,0,0,0,0,0,0,0,AUS,
1506,0,0,0,0,0,1,0,SP,
6347,0,0,0,0,0,0,0,SP,
1361,0,1,1,0,0,1,0,SP,
9422,0,0,0,0,0,0,0,AUS,
1081,0,0,0,0,0,0,0,SA,
7458,0,0,0,0,0,0,0,AUS,
1012,0,0,0,0,0,0,0,AUS,
5453,0,0,0,1,0,0,0,SA,
6818,0,0,0,0,0,0,0,SP,
7807,0,0,0,0,0,0,0,SP,
7532,0,0,0,0,0,0,0,GER,
8346,1,0,0,0,0,1,0,SP,
5564,0,0,0,0,0,0,0,AUS,
3267,0,1,0,0,0,0,0,CA,
3091,0,0,0,0,0,0,0,SA,
762,0,0,0,0,0,0,0,SP,
8029,0,1,1,1,0,1,0,US,
4376,1,0,0,0,0,1,0,SP,
10981,0,0,0,0,0,0,0,SA,
486,0,0,0,0,0,0,0,CA,
1158,0,0,0,0,0,0,0,SP,
9119,0,0,0,0,0,0,0,US,
6694,0,0,0,0,0,0,0,SP,
10573,1,0,0,0,0,0,0,IND,
10140,0,1,0,0,1,0,0,IND,
2286,0,0,0,0,0,0,0,CA,
8420,0,0,0,0,0,0,0,SP,
10065,0,0,0,0,0,0,0,SP,
1029,0,0,0,0,0,0,0,SP,
4207,1,0,1,0,0,0,0,SP,
10277,0,0,0,0,0,0,0,SP,
4436,0,0,0,0,0,0,0,SP,
2929,0,0,0,0,0,0,0,SP,
6281,1,0,0,0,0,0,0,SP,
10390,0,0,0,0,0,0,0,SP,
2574,0,1,0,1,1,1,0,SP,
709,0,0,0,0,0,0,0,SA,
5955,0,0,0,0,0,0,0,SP,
8486,0,0,0,0,0,0,0,SP,
10343,0,0,0,0,0,0,0,IND,
6652,0,0,0,0,0,0,0,CA,
8746,0,1,0,1,0,0,0,SP,
4686,0,0,1,0,0,0,0,SP,
3551,0,0,0,0,0,0,0,SP,
4338,1,0,0,0,0,0,0,SP,
4444,0,0,0,0,0,0,0,SP,
498,0,0,0,0,0,0,0,SP,
8230,0,0,0,0,0,0,0,SP,
2826,0,0,0,0,0,0,0,SP,
6222,0,0,0,0,0,0,0,SP,
7352,0,0,0,0,0,0,0,CA,
10928,0,0,0,0,0,0,0,SP,
10736,0,0,0,0,0,0,0,CA,
10163,0,0,0,0,0,1,0,SP,
6168,0,0,0,0,0,0,0,IND,
4656,1,0,0,0,0,0,0,SA,
626,0,0,0,0,0,0,0,US,
3870,0,0,0,0,0,0,0,GER,
6299,1,0,0,0,0,1,0,CA,
7798,0,0,0,0,0,0,0,CA,
